 route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
ML,3848,ML129-3848,Manly,,0,3848-1002,ML129,1
ML,3870,ML129-3870,Manly,,0,3870-1002,ML129,1
ML,3848,ML130-3848,Circular Quay,,1,3848-1004,ML130,1
ML,3870,ML130-3870,Circular Quay,,1,3870-1004,ML130,1
ML,3848,ML131-3848,Manly,,0,3848-1001,ML131,1
ML,3870,ML131-3870,Manly,,0,3870-1001,ML131,1
ML,3848,ML132-3848,Circular Quay,,1,3848-1002,ML132,1
ML,3870,ML132-3870,Circular Quay,,1,3870-1002,ML132,1
ML,3848,ML133-3848,Manly,,0,3848-1004,ML133,1
ML,3870,ML133-3870,Manly,,0,3870-1004,ML133,1
ML,3848,ML134-3848,Circular Quay,,1,3848-1001,ML134,1
ML,3870,ML134-3870,Circular Quay,,1,3870-1001,ML134,1
ML,3848,ML135-3848,Manly,,0,3848-1002,ML135,1
ML,3870,ML135-3870,Manly,,0,3870-1002,ML135,1
ML,3848,ML136-3848,Circular Quay,,1,3848-1004,ML136,1
ML,3870,ML136-3870,Circular Quay,,1,3870-1004,ML136,1
ML,3848,ML137-3848,Manly,,0,3848-1001,ML137,1
ML,3870,ML137-3870,Manly,,0,3870-1001,ML137,1
ML,3848,ML138-3848,Circular Quay,,1,3848-1002,ML138,1
ML,3870,ML138-3870,Circular Quay,,1,3870-1002,ML138,1
ML,3848,ML139-3848,Manly,,0,3848-1004,ML139,1
ML,3870,ML139-3870,Manly,,0,3870-1004,ML139,1
ML,3848,ML140-3848,Circular Quay,,1,3848-1001,ML140,1
ML,3870,ML140-3870,Circular Quay,,1,3870-1001,ML140,1
ML,3848,ML141-3848,Manly,,0,3848-1002,ML141,1
ML,3870,ML141-3870,Manly,,0,3870-1002,ML141,1
ML,3848,ML142-3848,Circular Quay,,1,3848-1004,ML142,1
ML,3870,ML142-3870,Circular Quay,,1,3870-1004,ML142,1
ML,3848,ML143-3848,Manly,,0,3848-1001,ML143,1
ML,3870,ML143-3870,Manly,,0,3870-1001,ML143,1
ML,3848,ML144-3848,Circular Quay,,1,3848-1002,ML144,1
ML,3870,ML144-3870,Circular Quay,,1,3870-1002,ML144,1
ML,3848,ML145-3848,Manly,,0,3848-1004,ML145,1
ML,3870,ML145-3870,Manly,,0,3870-1004,ML145,1
ML,3848,ML146-3848,Circular Quay,,1,3848-1001,ML146,1
ML,3870,ML146-3870,Circular Quay,,1,3870-1001,ML146,1
ML,3848,ML147-3848,Manly,,0,3848-1002,ML147,1
ML,3870,ML147-3870,Manly,,0,3870-1002,ML147,1
ML,3848,ML148-3848,Circular Quay,,1,3848-1004,ML148,1
ML,3870,ML148-3870,Circular Quay,,1,3870-1004,ML148,1
ML,3848,ML149-3848,Manly,,0,3848-1001,ML149,1
ML,3870,ML149-3870,Manly,,0,3870-1001,ML149,1
ML,3848,ML150-3848,Circular Quay,,1,3848-1002,ML150,1
ML,3870,ML150-3870,Circular Quay,,1,3870-1002,ML150,1
ML,3848,ML151-3848,Manly,,0,3848-1004,ML151,1
ML,3870,ML151-3870,Manly,,0,3870-1004,ML151,1
ML,3848,ML152-3848,Circular Quay,,1,3848-1001,ML152,1
ML,3870,ML152-3870,Circular Quay,,1,3870-1001,ML152,1
ML,3848,ML153-3848,Manly,,0,3848-1002,ML153,1
ML,3870,ML153-3870,Manly,,0,3870-1002,ML153,1
ML,3848,ML154-3848,Circular Quay,,1,3848-1004,ML154,1
ML,3870,ML154-3870,Circular Quay,,1,3870-1004,ML154,1
ML,3848,ML155-3848,Manly,,0,3848-1001,ML155,1
ML,3870,ML155-3870,Manly,,0,3870-1001,ML155,1
ML,3848,ML156-3848,Circular Quay,,1,3848-1002,ML156,1
ML,3870,ML156-3870,Circular Quay,,1,3870-1002,ML156,1
ML,3848,ML157-3848,Manly,,0,3848-1004,ML157,1
ML,3870,ML157-3870,Manly,,0,3870-1004,ML157,1
ML,3848,ML158-3848,Circular Quay,,1,3848-1001,ML158,1
ML,3870,ML158-3870,Circular Quay,,1,3870-1001,ML158,1
ML,3848,ML159-3848,Manly,,0,3848-1002,ML159,1
ML,3870,ML159-3870,Manly,,0,3870-1002,ML159,1
ML,3848,ML160-3848,Circular Quay,,1,3848-1004,ML160,1
ML,3870,ML160-3870,Circular Quay,,1,3870-1004,ML160,1
ML,3848,ML161-3848,Manly,,0,3848-1001,ML161,1
ML,3870,ML161-3870,Manly,,0,3870-1001,ML161,1
ML,3848,ML162-3848,Circular Quay,,1,3848-1002,ML162,1
ML,3870,ML162-3870,Circular Quay,,1,3870-1002,ML162,1
ML,3848,ML163-3848,Manly,,0,3848-1004,ML163,1
ML,3870,ML163-3870,Manly,,0,3870-1004,ML163,1
ML,3848,ML164-3848,Circular Quay,,1,3848-1001,ML164,1
ML,3870,ML164-3870,Circular Quay,,1,3870-1001,ML164,1
ML,3848,ML165-3848,Manly,,0,3848-1002,ML165,1
ML,3870,ML165-3870,Manly,,0,3870-1002,ML165,1
ML,3848,ML166-3848,Circular Quay,,1,3848-1004,ML166,1
ML,3870,ML166-3870,Circular Quay,,1,3870-1004,ML166,1
ML,3848,ML167-3848,Manly,,0,3848-1004,ML167,1
ML,3870,ML167-3870,Manly,,0,3870-1004,ML167,1
ML,3848,ML168-3848,Circular Quay,,1,3848-1002,ML168,1
ML,3870,ML168-3870,Circular Quay,,1,3870-1002,ML168,1
ML,3848,ML169-3848,Manly,,0,3848-1002,ML169,1
ML,3870,ML169-3870,Manly,,0,3870-1002,ML169,1
ML,3848,ML170-3848,Circular Quay,,1,3848-1004,ML170,1
ML,3870,ML170-3870,Circular Quay,,1,3870-1004,ML170,1
ML,3870,ML171-3870,Manly,,0,3870-1004,ML171,1
ML,3848,ML172-3848,Circular Quay,,1,3848-1002,ML172,1
ML,3870,ML172-3870,Circular Quay,,1,3870-1002,ML172,1
ML,3870,ML174-3870,Circular Quay,,1,3870-1004,ML174,1
ML,3872,ML401-3872,Manly,,0,3872-1004,ML401,1
ML,3872,ML402-3872,Circular Quay,,1,3872-1001,ML402,1
ML,3872,ML403-3872,Manly,,0,3872-1002,ML403,1
ML,3872,ML404-3872,Circular Quay,,1,3872-1004,ML404,1
ML,3872,ML405-3872,Manly,,0,3872-1001,ML405,1
ML,3872,ML406-3872,Circular Quay,,1,3872-1002,ML406,1
ML,3872,ML407-3872,Manly,,0,3872-1004,ML407,1
ML,3872,ML408-3872,Circular Quay,,1,3872-1001,ML408,1
ML,3872,ML409-3872,Manly,,0,3872-1002,ML409,1
ML,3872,ML410-3872,Circular Quay,,1,3872-1004,ML410,1
ML,3872,ML411-3872,Manly,,0,3872-1001,ML411,1
ML,3872,ML412-3872,Circular Quay,,1,3872-1002,ML412,1
ML,3872,ML413-3872,Manly,,0,3872-1004,ML413,1
ML,3872,ML414-3872,Circular Quay,,1,3872-1001,ML414,1
ML,3872,ML415-3872,Manly,,0,3872-1002,ML415,1
ML,3872,ML416-3872,Circular Quay,,1,3872-1004,ML416,1
ML,3872,ML417-3872,Manly,,0,3872-1001,ML417,1
ML,3872,ML418-3872,Circular Quay,,1,3872-1002,ML418,1
ML,3872,ML419-3872,Manly,,0,3872-1004,ML419,1
ML,3872,ML420-3872,Circular Quay,,1,3872-1001,ML420,1
ML,3872,ML421-3872,Manly,,0,3872-1002,ML421,1
ML,3872,ML422-3872,Circular Quay,,1,3872-1004,ML422,1
ML,3872,ML423-3872,Manly,,0,3872-1001,ML423,1
ML,3872,ML424-3872,Circular Quay,,1,3872-1002,ML424,1
ML,3872,ML425-3872,Manly,,0,3872-1004,ML425,1
ML,3872,ML426-3872,Circular Quay,,1,3872-1001,ML426,1
ML,3872,ML427-3872,Manly,,0,3872-1002,ML427,1
ML,3872,ML428-3872,Circular Quay,,1,3872-1004,ML428,1
ML,3872,ML429-3872,Manly,,0,3872-1001,ML429,1
ML,3872,ML430-3872,Circular Quay,,1,3872-1002,ML430,1
ML,3872,ML431-3872,Manly,,0,3872-1004,ML431,1
ML,3872,ML432-3872,Circular Quay,,1,3872-1001,ML432,1
ML,3872,ML433-3872,Manly,,0,3872-1002,ML433,1
ML,3872,ML434-3872,Circular Quay,,1,3872-1004,ML434,1
ML,3872,ML435-3872,Manly,,0,3872-1001,ML435,1
ML,3872,ML436-3872,Circular Quay,,1,3872-1002,ML436,1
ML,3872,ML437-3872,Manly,,0,3872-1004,ML437,1
ML,3872,ML438-3872,Circular Quay,,1,3872-1001,ML438,1
ML,3872,ML439-3872,Manly,,0,3872-1002,ML439,1
ML,3872,ML440-3872,Circular Quay,,1,3872-1004,ML440,1
ML,3872,ML441-3872,Manly,,0,3872-1001,ML441,1
ML,3872,ML442-3872,Circular Quay,,1,3872-1002,ML442,1
ML,3872,ML443-3872,Manly,,0,3872-1004,ML443,1
ML,3872,ML444-3872,Circular Quay,,1,3872-1001,ML444,1
ML,3872,ML445-3872,Manly,,0,3872-1002,ML445,1
ML,3872,ML446-3872,Circular Quay,,1,3872-1004,ML446,1
ML,3872,ML447-3872,Manly,,0,3872-1001,ML447,1
ML,3872,ML448-3872,Circular Quay,,1,3872-1002,ML448,1
ML,3872,ML449-3872,Manly,,0,3872-1004,ML449,1
ML,3872,ML450-3872,Circular Quay,,1,3872-1001,ML450,1
ML,3872,ML451-3872,Manly,,0,3872-1002,ML451,1
ML,3872,ML452-3872,Circular Quay,,1,3872-1004,ML452,1
ML,3872,ML453-3872,Manly,,0,3872-1001,ML453,1
ML,3872,ML454-3872,Circular Quay,,1,3872-1002,ML454,1
ML,3872,ML455-3872,Manly,,0,3872-1004,ML455,1
ML,3872,ML456-3872,Circular Quay,,1,3872-1001,ML456,1
ML,3872,ML457-3872,Manly,,0,3872-1002,ML457,1
ML,3872,ML458-3872,Circular Quay,,1,3872-1004,ML458,1
ML,3872,ML459-3872,Manly,,0,3872-1001,ML459,1
ML,3872,ML460-3872,Circular Quay,,1,3872-1002,ML460,1
ML,3872,ML461-3872,Manly,,0,3872-1004,ML461,1
ML,3872,ML462-3872,Circular Quay,,1,3872-1001,ML462,1
ML,3872,ML463-3872,Manly,,0,3872-1002,ML463,1
ML,3872,ML464-3872,Circular Quay,,1,3872-1004,ML464,1
ML,3872,ML465-3872,Manly,,0,3872-1004,ML465,1
ML,3872,ML466-3872,Circular Quay,,1,3872-1002,ML466,1
ML,3872,ML467-3872,Manly,,0,3872-1002,ML467,1
ML,3872,ML468-3872,Circular Quay,,1,3872-1004,ML468,1
ML,3872,ML469-3872,Manly,,0,3872-1004,ML469,1
ML,3872,ML470-3872,Circular Quay,,1,3872-1002,ML470,1
ML,3872,ML472-3872,Circular Quay,,1,3872-1004,ML472,1
ML,3854,ML601-3854,Manly,,0,3854-1002,ML601,1
ML,3854,ML602-3854,Circular Quay,,1,3854-1002,ML602,1
ML,3854,ML603-3854,Manly,,0,3854-1001,ML603,1
ML,3854,ML604-3854,Circular Quay,,1,3854-1001,ML604,1
ML,3854,ML605-3854,Manly,,0,3854-1004,ML605,1
ML,3854,ML606-3854,Circular Quay,,1,3854-1004,ML606,1
ML,3854,ML607-3854,Manly,,0,3854-1002,ML607,1
ML,3854,ML608-3854,Circular Quay,,1,3854-1002,ML608,1
ML,3854,ML609-3854,Manly,,0,3854-1001,ML609,1
ML,3854,ML610-3854,Circular Quay,,1,3854-1001,ML610,1
ML,3854,ML611-3854,Manly,,0,3854-1004,ML611,1
ML,3854,ML612-3854,Circular Quay,,1,3854-1004,ML612,1
ML,3854,ML613-3854,Manly,,0,3854-1002,ML613,1
ML,3854,ML614-3854,Circular Quay,,1,3854-1002,ML614,1
ML,3854,ML615-3854,Manly,,0,3854-1001,ML615,1
ML,3854,ML616-3854,Circular Quay,,1,3854-1001,ML616,1
ML,3854,ML617-3854,Manly,,0,3854-1004,ML617,1
ML,3854,ML618-3854,Circular Quay,,1,3854-1004,ML618,1
ML,3854,ML619-3854,Manly,,0,3854-1002,ML619,1
ML,3854,ML620-3854,Circular Quay,,1,3854-1002,ML620,1
ML,3854,ML621-3854,Manly,,0,3854-1001,ML621,1
ML,3854,ML622-3854,Circular Quay,,1,3854-1001,ML622,1
ML,3854,ML623-3854,Manly,,0,3854-1004,ML623,1
ML,3854,ML624-3854,Circular Quay,,1,3854-1004,ML624,1
ML,3854,ML625-3854,Manly,,0,3854-1002,ML625,1
ML,3854,ML626-3854,Circular Quay,,1,3854-1002,ML626,1
ML,3854,ML627-3854,Manly,,0,3854-1001,ML627,1
ML,3854,ML628-3854,Circular Quay,,1,3854-1001,ML628,1
ML,3854,ML629-3854,Manly,,0,3854-1004,ML629,1
ML,3854,ML630-3854,Circular Quay,,1,3854-1004,ML630,1
ML,3854,ML631-3854,Manly,,0,3854-1002,ML631,1
ML,3854,ML632-3854,Circular Quay,,1,3854-1002,ML632,1
ML,3854,ML633-3854,Manly,,0,3854-1001,ML633,1
ML,3854,ML634-3854,Circular Quay,,1,3854-1001,ML634,1
ML,3854,ML635-3854,Manly,,0,3854-1004,ML635,1
ML,3854,ML636-3854,Circular Quay,,1,3854-1004,ML636,1
ML,3854,ML637-3854,Manly,,0,3854-1002,ML637,1
ML,3854,ML638-3854,Circular Quay,,1,3854-1002,ML638,1
ML,3854,ML639-3854,Manly,,0,3854-1001,ML639,1
ML,3854,ML640-3854,Circular Quay,,1,3854-1001,ML640,1
ML,3854,ML641-3854,Manly,,0,3854-1004,ML641,1
ML,3854,ML642-3854,Circular Quay,,1,3854-1004,ML642,1
ML,3854,ML643-3854,Manly,,0,3854-1002,ML643,1
ML,3854,ML644-3854,Circular Quay,,1,3854-1002,ML644,1
ML,3854,ML645-3854,Manly,,0,3854-1001,ML645,1
ML,3854,ML646-3854,Circular Quay,,1,3854-1001,ML646,1
ML,3854,ML647-3854,Manly,,0,3854-1004,ML647,1
ML,3854,ML648-3854,Circular Quay,,1,3854-1004,ML648,1
ML,3854,ML649-3854,Manly,,0,3854-1002,ML649,1
ML,3854,ML650-3854,Circular Quay,,1,3854-1002,ML650,1
ML,3854,ML651-3854,Manly,,0,3854-1001,ML651,1
ML,3854,ML652-3854,Circular Quay,,1,3854-1001,ML652,1
ML,3854,ML653-3854,Manly,,0,3854-1004,ML653,1
ML,3854,ML654-3854,Circular Quay,,1,3854-1004,ML654,1
ML,3854,ML655-3854,Manly,,0,3854-1002,ML655,1
ML,3854,ML656-3854,Circular Quay,,1,3854-1002,ML656,1
ML,3854,ML657-3854,Manly,,0,3854-1001,ML657,1
ML,3854,ML658-3854,Circular Quay,,1,3854-1001,ML658,1
ML,3854,ML659-3854,Manly,,0,3854-1004,ML659,1
ML,3854,ML660-3854,Circular Quay,,1,3854-1004,ML660,1
ML,3854,ML661-3854,Manly,,0,3854-1002,ML661,1
ML,3854,ML662-3854,Circular Quay,,1,3854-1002,ML662,1
ML,3854,ML663-3854,Manly,,0,3854-1004,ML663,1
ML,3854,ML664-3854,Circular Quay,,1,3854-1004,ML664,1
ML,4682,ML801-4682,Manly,,0,4682-1004,ML801,1
ML,4682,ML802-4682,Circular Quay,,1,4682-1001,ML802,1
ML,4682,ML803-4682,Manly,,0,4682-1002,ML803,1
ML,4682,ML804-4682,Circular Quay,,1,4682-1004,ML804,1
ML,4682,ML805-4682,Manly,,0,4682-1001,ML805,1
ML,4682,ML806-4682,Circular Quay,,1,4682-1002,ML806,1
ML,4682,ML807-4682,Manly,,0,4682-1004,ML807,1
ML,4682,ML808-4682,Circular Quay,,1,4682-1001,ML808,1
ML,4682,ML809-4682,Manly,,0,4682-1002,ML809,1
ML,4682,ML810-4682,Circular Quay,,1,4682-1004,ML810,1
ML,4682,ML811-4682,Manly,,0,4682-1001,ML811,1
ML,4682,ML812-4682,Circular Quay,,1,4682-1002,ML812,1
ML,4682,ML813-4682,Manly,,0,4682-1004,ML813,1
ML,4682,ML814-4682,Circular Quay,,1,4682-1001,ML814,1
ML,4682,ML815-4682,Manly,,0,4682-1002,ML815,1
ML,4682,ML816-4682,Circular Quay,,1,4682-1004,ML816,1
ML,4682,ML817-4682,Manly,,0,4682-1001,ML817,1
ML,4682,ML818-4682,Circular Quay,,1,4682-1002,ML818,1
ML,4682,ML819-4682,Manly,,0,4682-1004,ML819,1
ML,4682,ML820-4682,Circular Quay,,1,4682-1001,ML820,1
ML,4682,ML821-4682,Manly,,0,4682-1002,ML821,1
ML,4682,ML822-4682,Circular Quay,,1,4682-1004,ML822,1
ML,4682,ML823-4682,Manly,,0,4682-1001,ML823,1
ML,4682,ML824-4682,Circular Quay,,1,4682-1002,ML824,1
ML,4682,ML825-4682,Manly,,0,4682-1004,ML825,1
ML,4682,ML826-4682,Circular Quay,,1,4682-1001,ML826,1
ML,4682,ML827-4682,Manly,,0,4682-1002,ML827,1
ML,4682,ML828-4682,Circular Quay,,1,4682-1004,ML828,1
ML,4682,ML829-4682,Manly,,0,4682-1001,ML829,1
ML,4682,ML830-4682,Circular Quay,,1,4682-1002,ML830,1
ML,4682,ML831-4682,Manly,,0,4682-1004,ML831,1
ML,4682,ML832-4682,Circular Quay,,1,4682-1001,ML832,1
ML,4682,ML833-4682,Manly,,0,4682-1002,ML833,1
ML,4682,ML834-4682,Circular Quay,,1,4682-1004,ML834,1
ML,4682,ML835-4682,Manly,,0,4682-1001,ML835,1
ML,4682,ML836-4682,Circular Quay,,1,4682-1002,ML836,1
ML,4682,ML837-4682,Manly,,0,4682-1004,ML837,1
ML,4682,ML838-4682,Circular Quay,,1,4682-1001,ML838,1
ML,4682,ML839-4682,Manly,,0,4682-1002,ML839,1
ML,4682,ML840-4682,Circular Quay,,1,4682-1004,ML840,1
ML,4682,ML841-4682,Manly,,0,4682-1001,ML841,1
ML,4682,ML842-4682,Circular Quay,,1,4682-1002,ML842,1
ML,4682,ML843-4682,Manly,,0,4682-1004,ML843,1
ML,4682,ML844-4682,Circular Quay,,1,4682-1001,ML844,1
ML,4682,ML845-4682,Manly,,0,4682-1002,ML845,1
ML,4682,ML846-4682,Circular Quay,,1,4682-1004,ML846,1
ML,4682,ML847-4682,Manly,,0,4682-1001,ML847,1
ML,4682,ML848-4682,Circular Quay,,1,4682-1002,ML848,1
ML,4682,ML849-4682,Manly,,0,4682-1004,ML849,1
ML,4682,ML850-4682,Circular Quay,,1,4682-1001,ML850,1
ML,4682,ML851-4682,Manly,,0,4682-1002,ML851,1
ML,4682,ML852-4682,Circular Quay,,1,4682-1004,ML852,1
ML,4682,ML853-4682,Manly,,0,4682-1001,ML853,1
ML,4682,ML854-4682,Circular Quay,,1,4682-1002,ML854,1
ML,4682,ML855-4682,Manly,,0,4682-1004,ML855,1
ML,4682,ML856-4682,Circular Quay,,1,4682-1001,ML856,1
ML,4682,ML857-4682,Manly,,0,4682-1002,ML857,1
ML,4682,ML858-4682,Circular Quay,,1,4682-1004,ML858,1
ML,4682,ML859-4682,Manly,,0,4682-1001,ML859,1
ML,4682,ML860-4682,Circular Quay,,1,4682-1002,ML860,1
ML,4682,ML861-4682,Manly,,0,4682-1004,ML861,1
ML,4682,ML862-4682,Circular Quay,,1,4682-1001,ML862,1
ML,4682,ML863-4682,Manly,,0,4682-1002,ML863,1
ML,4682,ML864-4682,Circular Quay,,1,4682-1004,ML864,1
ML,4682,ML865-4682,Manly,,0,4682-1004,ML865,1
ML,4682,ML866-4682,Circular Quay,,1,4682-1002,ML866,1
ML,4682,ML867-4682,Manly,,0,4682-1002,ML867,1
ML,4682,ML868-4682,Circular Quay,,1,4682-1004,ML868,1
ML,4682,ML869-4682,Manly,,0,4682-1004,ML869,1
ML,4682,ML870-4682,Circular Quay,,1,4682-1002,ML870,1
ML,4682,ML872-4682,Circular Quay,,1,4682-1004,ML872,1
MS,4346,MS101-4346,Mosman Bay,,0,4346-1009,MS101,1
MS,4346,MS102-4346,Circular Quay,,1,4346-1009,MS102,1
MS,4346,MS103-4346,Mosman Bay,,0,4346-1005,MS103,1
MS,4346,MS104-4346,Circular Quay,,1,4346-1005,MS104,1
MS,4346,MS105-4346,Mosman Bay,,0,4346-1006,MS105,1
MS,4346,MS106-4346,Circular Quay,,1,4346-1006,MS106,1
MS,4346,MS107-4346,Mosman Bay,,0,4346-1009,MS107,1
MS,4346,MS108-4346,Circular Quay,,1,4346-1009,MS108,1
MS,4346,MS109-4346,Mosman Bay,,0,4346-1005,MS109,1
MS,4346,MS110-4346,Circular Quay,,1,4346-1005,MS110,1
MS,4346,MS111-4346,Mosman Bay,,0,4346-1006,MS111,1
MS,4346,MS112-4346,Circular Quay,,1,4346-1006,MS112,1
MS,4346,MS113-4346,Mosman Bay,,0,4346-1009,MS113,1
MS,4346,MS114-4346,Circular Quay,,1,4346-1009,MS114,1
MS,4346,MS115-4346,Mosman Bay,,0,4346-1005,MS115,1
MS,4346,MS116-4346,Circular Quay,,1,4346-1005,MS116,1
MS,4346,MS117-4346,Mosman Bay,,0,4346-1006,MS117,1
MS,4346,MS118-4346,Circular Quay,,1,4346-1006,MS118,1
MS,4346,MS119-4346,Mosman Bay,,0,4346-1013,MS119,1
MS,4346,MS120-4346,Circular Quay,,1,4346-1013,MS120,1
MS,4346,MS121-4346,Mosman Bay,,0,4346-1010,MS121,1
MS,4346,MS122-4346,Circular Quay,,1,4346-1010,MS122,1
MS,4346,MS123-4346,Mosman Bay,,0,4346-1009,MS123,1
MS,4346,MS124-4346,Circular Quay,,1,4346-1009,MS124,1
MS,4346,MS125-4346,Mosman Bay,,0,4346-1013,MS125,1
MS,4346,MS126-4346,Circular Quay,,1,4346-1013,MS126,1
MS,4346,MS127-4346,Mosman Bay,,0,4346-1011,MS127,1
MS,4346,MS128-4346,Circular Quay,,1,4346-1011,MS128,1
MS,4346,MS129-4346,Mosman Bay,,0,4346-1009,MS129,1
MS,4346,MS130-4346,Circular Quay,,1,4346-1009,MS130,1
MS,4346,MS131-4346,Mosman Bay,,0,4346-1013,MS131,1
MS,4346,MS132-4346,Circular Quay,,1,4346-1013,MS132,1
MS,4346,MS133-4346,Mosman Bay,,0,4346-1011,MS133,1
MS,4346,MS134-4346,Circular Quay,,1,4346-1011,MS134,1
MS,4346,MS135-4346,Mosman Bay,,0,4346-1010,MS135,1
MS,4346,MS136-4346,Circular Quay,,1,4346-1010,MS136,1
MS,4346,MS137-4346,Mosman Bay,,0,4346-1006,MS137,1
MS,4346,MS138-4346,Circular Quay,,1,4346-1006,MS138,1
MS,4346,MS139-4346,Mosman Bay,,0,4346-1011,MS139,1
MS,4346,MS140-4346,Circular Quay,,1,4346-1011,MS140,1
MS,4346,MS141-4346,Mosman Bay,,0,4346-1005,MS141,1
MS,4346,MS142-4346,Circular Quay,,1,4346-1005,MS142,1
MS,4346,MS143-4346,Mosman Bay,,0,4346-1007,MS143,1
MS,4346,MS144-4346,Circular Quay,,1,4346-1007,MS144,1
MS,4346,MS145-4346,Mosman Bay,,0,4346-1011,MS145,1
MS,4346,MS146-4346,Circular Quay,,1,4346-1011,MS146,1
MS,4346,MS147-4346,Mosman Bay,,0,4346-1013,MS147,1
MS,4346,MS148-4346,Circular Quay,,1,4346-1013,MS148,1
MS,4346,MS149-4346,Mosman Bay,,0,4346-1007,MS149,1
MS,4346,MS150-4346,Circular Quay,,1,4346-1007,MS150,1
MS,4346,MS151-4346,Mosman Bay,,0,4346-1010,MS151,1
MS,4346,MS152-4346,Circular Quay,,1,4346-1010,MS152,1
MS,4346,MS153-4346,Mosman Bay,,0,4346-1013,MS153,1
MS,4346,MS154-4346,Circular Quay,,1,4346-1013,MS154,1
MS,4346,MS155-4346,Mosman Bay,,0,4346-1013,MS155,1
MS,4346,MS156-4346,Circular Quay,,1,4346-1013,MS156,1
MS,4346,MS157-4346,Mosman Bay,,0,4346-1010,MS157,1
MS,4346,MS158-4346,Circular Quay,,1,4346-1010,MS158,1
MS,4346,MS159-4346,Mosman Bay,,0,4346-2038,MS159,1
MS,4346,MS160-4346,Circular Quay,,1,4346-2038,MS160,1
MS,4346,MS161-4346,Mosman Bay,,0,4346-1010,MS161,1
MS,4346,MS162-4346,Circular Quay,,1,4346-1010,MS162,1
MS,4346,MS163-4346,Mosman Bay,,0,4346-1008,MS163,1
MS,4346,MS164-4346,Circular Quay,,1,4346-1008,MS164,1
MS,3814,MS401-3814,Mosman Bay,,0,3814-1013,MS401,1
MS,3814,MS402-3814,Circular Quay,,1,3814-1013,MS402,1
MS,3814,MS403-3814,Mosman Bay,,0,3814-1006,MS403,1
MS,3814,MS404-3814,Circular Quay,,1,3814-1006,MS404,1
MS,3814,MS405-3814,Mosman Bay,,0,3814-1006,MS405,1
MS,3814,MS406-3814,Circular Quay,,1,3814-1006,MS406,1
MS,3814,MS407-3814,Mosman Bay,,0,3814-1006,MS407,1
MS,3814,MS408-3814,Circular Quay,,1,3814-1006,MS408,1
MS,3814,MS409-3814,Mosman Bay,,0,3814-1008,MS409,1
MS,3814,MS410-3814,Circular Quay,,1,3814-1008,MS410,1
MS,3814,MS411-3814,Mosman Bay,,0,3814-1010,MS411,1
MS,3814,MS412-3814,Circular Quay,,1,3814-1010,MS412,1
MS,3814,MS413-3814,Mosman Bay,,0,3814-1011,MS413,1
MS,3814,MS414-3814,Circular Quay,,1,3814-1011,MS414,1
MS,3814,MS415-3814,Mosman Bay,,0,3814-1006,MS415,1
MS,3814,MS416-3814,Circular Quay,,1,3814-1006,MS416,1
MS,3814,MS417-3814,Mosman Bay,,0,3814-1009,MS417,1
MS,3814,MS418-3814,Circular Quay,,1,3814-1009,MS418,1
MS,3814,MS419-3814,Mosman Bay,,0,3814-1006,MS419,1
MS,3814,MS420-3814,Circular Quay,,1,3814-1006,MS420,1
MS,3814,MS421-3814,Mosman Bay,,0,3814-1007,MS421,1
MS,3814,MS422-3814,Circular Quay,,1,3814-1007,MS422,1
MS,3814,MS423-3814,Mosman Bay,,0,3814-1011,MS423,1
MS,3814,MS424-3814,Circular Quay,,1,3814-1011,MS424,1
MS,3814,MS425-3814,Mosman Bay,,0,3814-1007,MS425,1
MS,3814,MS426-3814,Circular Quay,,1,3814-1007,MS426,1
MS,3814,MS427-3814,Mosman Bay,,0,3814-1011,MS427,1
MS,3814,MS428-3814,Circular Quay,,1,3814-1011,MS428,1
MS,3814,MS429-3814,Mosman Bay,,0,3814-1007,MS429,1
MS,3814,MS430-3814,Circular Quay,,1,3814-1007,MS430,1
MS,3814,MS431-3814,Mosman Bay,,0,3814-1008,MS431,1
MS,3814,MS432-3814,Circular Quay,,1,3814-1008,MS432,1
MS,3814,MS433-3814,Mosman Bay,,0,3814-1009,MS433,1
MS,3814,MS434-3814,Circular Quay,,1,3814-1009,MS434,1
MS,3814,MS435-3814,Mosman Bay,,0,3814-1008,MS435,1
MS,3814,MS436-3814,Circular Quay,,1,3814-1008,MS436,1
MS,3940,MS601-3940,Mosman Bay,,0,3940-1013,MS601,1
MS,3940,MS602-3940,Circular Quay,,1,3940-1013,MS602,1
MS,3940,MS603-3940,Mosman Bay,,0,3940-1013,MS603,1
MS,3940,MS604-3940,Circular Quay,,1,3940-1013,MS604,1
MS,3940,MS605-3940,Mosman Bay,,0,3940-1006,MS605,1
MS,3940,MS606-3940,Circular Quay,,1,3940-1006,MS606,1
MS,3940,MS607-3940,Mosman Bay,,0,3940-1011,MS607,1
MS,3940,MS608-3940,Circular Quay,,1,3940-1011,MS608,1
MS,3940,MS609-3940,Mosman Bay,,0,3940-1010,MS609,1
MS,3940,MS610-3940,Circular Quay,,1,3940-1010,MS610,1
MS,3940,MS611-3940,Mosman Bay,,0,3940-1005,MS611,1
MS,3940,MS612-3940,Circular Quay,,1,3940-1005,MS612,1
MS,3940,MS613-3940,Mosman Bay,,0,3940-1006,MS613,1
MS,3940,MS614-3940,Circular Quay,,1,3940-1006,MS614,1
MS,3940,MS615-3940,Mosman Bay,,0,3940-1010,MS615,1
